"","x"
"1",-2.59011221476248
"2",0.0466772085695343
"3",-1.84207635047509
"4",-1.21566567906374
"5",-3.73510846390281
"6",0.0971467354170044
"7",-0.587181864325152
"8",-2.58711998373746
"9",-0.337881593055068
"10",-0.82039591750739
"11",-1.45019635668152
"12",-1.20624541836389
"13",-1.53391115723098
"14",-1.99089662447076
"15",-1.09639742786945
"16",-0.560658375542008
"17",-0.409282581680609
"18",-2.12067529942888
"19",-1.6205575288662
"20",-1.77574575330826
"21",-2.58721741428263
"22",-0.897933159474475
"23",-2.252181951809
"24",-0.116893234441612
"25",-2.34425323449821
"26",-1.89632181740734
"27",-2.11509893601116
"28",-0.63911752134625
"29",-2.9921480968427
"30",-2.9766956089211
"31",-0.817366177761468
"32",-1.09947947394407
"33",-1.47385476649991
"34",-2.23831416997665
"35",0.394743561925106
"36",-2.30307015196649
"37",-2.57612611933375
"38",-0.122088859633914
"39",-0.34958964418885
"40",-0.9406705673851
"41",-0.378451055503056
"42",-1.37932746234671
"43",-0.918015241319523
"44",-2.69518391243727
"45",-2.62935034500762
"46",-1.97667143683912
"47",-2.96787822472737
"48",-2.5289085239626
"49",-1.91262241282628
"50",-1.31469234846591
"51",0.0352512327994489
"52",-2.29961510769998
"53",-4.19499171380766
"54",-2.29681253414605
"55",0.25841187635628
"56",-2.21445021785157
"57",-2.2966018788545
"58",0.913152311346668
"59",-1.2048167630089
"60",-2.54997828697821
"61",-1.1413854485877
"62",-1.71090968054903
"63",-2.25653286869175
"64",-1.01600871411824
"65",-0.860185742909382
"66",-0.939031241551769
"67",-2.18340940400071
"68",-1.13525083463655
"69",-0.39924614225788
"70",-1.43632298530251
"71",-2.1821916815631
"72",-1.71677035797219
"73",-1.12969986219718
"74",-1.16246239912243
"75",-1.70892043212023
"76",-0.783720855213991
"77",-1.31482705501993
"78",-2.89886208752989
"79",-1.17974194838816
"80",-1.61823767790457
"81",-1.37665704869293
"82",-0.332129338542715
"83",-1.80859389539342
"84",1.20474956124157
"85",-1.06619630375526
"86",-0.203183071155033
"87",-1.52931495924095
"88",0.935868772727592
"89",-2.11012522050755
"90",-2.35121348929312
"91",0.0287520789276416
"92",-1.62917073004631
"93",-0.615957945909449
"94",-1.60760554371476
"95",-0.342167682373642
"96",-2.44456220149801
"97",-1.8697207590022
"98",0.00131067191274418
"99",-1.68217641444931
"100",-2.36526617760201
"101",-0.423996376624587
"102",-1.19369646073311
"103",-0.659950086502472
"104",-2.13860387984809
"105",0.11858193107484
"106",0.724457617873771
"107",-1.62622951672469
"108",-2.25554021272467
"109",-1.47072629060988
"110",-0.567066108390003
"111",-0.971787742787427
"112",-1.46856559644532
"113",-2.01010724827028
"114",-1.52584949845199
"115",-1.76278904025528
"116",-0.739900873943149
"117",-1.01168470255669
"118",-2.20239210396124
"119",-2.85954804610372
"120",-1.260012035571
"121",-0.73982505815885
"122",-0.454116405131857
"123",-1.02049846135466
"124",-1.75578167584793
"125",-2.14817996131541
"126",-1.55923875766118
"127",-0.746233230907841
"128",-3.23477231501505
"129",-1.43437167937751
"130",-1.54613708957059
"131",-1.78765717138249
"132",-0.515496964704472
"133",-2.36295170660454
"134",-2.05423827379418
"135",-0.607659463228989
"136",-0.835987990719523
"137",-1.78598777152246
"138",-1.30315408842767
"139",-1.49213773554246
"140",0.0739274486162995
"141",-2.18257119111615
"142",-0.239113068994338
"143",-1.04587774636774
"144",-0.248354813445754
"145",-1.98455980770128
"146",-2.41644492814206
"147",-1.62780084439372
"148",-2.69633926590943
"149",-0.154489239113855
"150",-1.81991411539477
"151",-1.07037207749948
"152",-1.88634079657947
"153",-1.56145325806212
"154",-0.824013300910382
"155",-1.54678880230436
"156",-1.02588213799595
"157",-1.90217372992471
"158",-2.0847333999472
"159",-1.54320289523697
"160",-2.54824731812614
"161",0.997845682010257
"162",-1.35379966124788
"163",-0.627490339758625
"164",-0.239708368558413
"165",-0.427074966092409
"166",0.384270873220137
"167",-3.03088686998524
"168",-1.95472189753197
"169",-0.970506763906753
"170",-1.45824560491798
"171",-1.62094556299877
"172",-0.70938787323355
"173",-2.60647811379414
"174",-1.50778011625531
"175",0.692609777659149
"176",-1.90927637707513
"177",-2.18878526827157
"178",-2.98828065788354
"179",-0.796013789449019
"180",-1.54552180787467
"181",-1.62203671889992
"182",-3.94911190990526
"183",-2.66743956363017
"184",-2.60149310225438
"185",-1.29811003013718
"186",-1.2192226082285
"187",-1.75890497234535
"188",-2.96454663417156
"189",-1.63057237126181
"190",-1.57790475513881
"191",-1.23058533310211
"192",-0.00741633821193929
"193",-3.27504131734951
"194",-0.315211761109344
"195",-2.66988761810179
"196",-1.24969248738691
"197",-2.00317670020075
"198",-1.36482796096894
"199",-0.765228262685959
"200",-1.02374776662998
"201",-2.63500597954345
"202",-0.823507576483983
"203",-0.378596260787154
"204",-1.91533114538743
"205",-1.34570953292884
"206",-1.67092027488765
"207",-1.86868268204577
"208",-1.37254628953732
"209",-2.06571257973842
"210",-2.42777837648549
"211",-0.446792426615007
"212",-2.29715022875318
"213",-1.0069846278673
"214",-0.743755187631867
"215",0.0503958589651322
"216",-1.48241507169182
"217",-1.95996538346746
"218",0.288716631052815
"219",-1.36056209302668
"220",-0.268000428213665
"221",-1.56476147908077
"222",-2.47702909311675
"223",-0.597414455848014
"224",-2.03279852385515
"225",-1.70971703459808
"226",-1.50236801751025
"227",-0.924048833143002
"228",-0.473379654030385
"229",-1.54935349945675
"230",-1.01188078445327
"231",-1.36369963701488
"232",-1.92513492568326
"233",-2.37626372499939
"234",-0.731025483012245
"235",0.063199253770293
"236",-0.0483300599717921
"237",-0.415056383409666
"238",-2.21323967862945
"239",-2.31498174120617
"240",0.126009134323895
"241",-1.06911532570962
"242",-1.9307830871769
"243",0.0518217900345444
"244",-0.221986861885006
"245",-2.50684668815029
"246",0.463299687497962
"247",-2.13806634170102
"248",-1.40483155364257
"249",-0.493640100712005
"250",-2.42773289612354
"251",-2.26269820952113
"252",-2.67702099152051
"253",-1.2593611558661
"254",-0.447882374729496
"255",-2.38068598371528
"256",-0.972180207771163
"257",-1.60931464103921
"258",0.0573434511174129
"259",-0.367619072222115
"260",-0.391315640956068
"261",-0.515393359933383
"262",-1.61339408433761
"263",-1.8946871372043
"264",-1.81076992571344
"265",-1.03341303287126
"266",1.30409317619139
"267",-0.0417187887320043
"268",-0.716792807760123
"269",-0.907324650192668
"270",-1.24737742453855
"271",-0.645752982364409
"272",1.46192846667816
"273",-1.55872250957605
"274",-0.819818570764031
"275",-0.737959749937574
"276",-1.99621882410797
"277",-1.08907873288495
"278",-2.08466394875334
"279",-1.19136028837761
"280",-1.08532963002073
"281",-0.672640675097858
"282",-1.36230007433252
"283",-3.02180478835697
"284",-1.07142724510623
"285",-0.679974423596604
"286",-0.890964942920795
"287",-1.24180400788896
"288",-1.74755042898141
"289",-2.38311905646476
"290",-2.43646620753208
"291",-1.72886278428375
"292",-1.52817765466486
"293",-0.819593379936309
"294",-0.668302347545479
"295",-1.760496538617
