"","x"
"1",-1.5484789261715
"2",1.46887804279607
"3",-0.692479122708612
"4",0.0243413363291202
"5",-2.8587323659094
"6",1.52663183125039
"7",0.743534155256785
"8",-1.54505482675111
"9",1.02881590897822
"10",0.47666034182144
"11",-0.244039129810808
"12",0.035121222284616
"13",-0.339836478893184
"14",-0.862778611507779
"15",0.160823561922584
"16",0.77388577644162
"17",0.947109623025283
"18",-1.01128822924335
"19",-0.438988512413898
"20",-0.616575037290894
"21",-1.54516631943683
"22",0.387932157714776
"23",-1.16177522320411
"24",1.28169949460805
"25",-1.26713514463197
"26",-0.754553832290878
"27",-1.00490702986844
"28",0.684102630212024
"29",-2.00854060566536
"30",-1.99085786175507
"31",0.480127363592547
"32",0.157296684455756
"33",-0.271112155479275
"34",-1.14590590584957
"35",1.86718077704832
"36",-1.22000811204413
"37",-1.5324742190314
"38",1.27575398536738
"39",1.01541803603132
"40",0.339026464126329
"41",0.982391060197534
"42",-0.162941735262735
"43",0.36495163106735
"44",-1.66871561113955
"45",-1.59338029170975
"46",-0.846500304011779
"47",-1.98076786540968
"48",-1.47844171298813
"49",-0.773207090966158
"50",-0.0889778420589283
"51",1.45580295712102
"52",-1.21605440159482
"53",-3.38499051786238
"54",-1.21284733288878
"55",1.71117235335616
"56",-1.11859767197448
"57",-1.21260627374072
"58",2.46041140782969
"59",0.0367560753197128
"60",-1.50255247272764
"61",0.109342424812013
"62",-0.542381180834457
"63",-1.166754107472
"64",0.252814770442012
"65",0.431127655021222
"66",0.340902393688182
"67",-1.08307674066061
"68",0.116362446962294
"69",0.95859462071521
"70",-0.228163416170912
"71",-1.08168326446912
"72",-0.549087729225909
"73",0.122714590681578
"74",0.0852234401794842
"75",-0.540104824385006
"76",0.518628712074711
"77",-0.0891319907960079
"78",-1.90179063624554
"79",0.0654499353496274
"80",-0.436333837602137
"81",-0.159885901081595
"82",1.03539838579133
"83",-0.654164148336803
"84",2.79409485874035
"85",0.195383611166665
"86",1.18295545465764
"87",-0.334576912121091
"88",2.48640653373982
"89",-0.999215458518949
"90",-1.27509997228388
"91",1.44836578104091
"92",-0.448844856032371
"93",0.710604824784033
"94",-0.424167168580808
"95",1.02391120883016
"96",-1.38192169449772
"97",-0.724113445868497
"98",1.41696375858056
"99",-0.509500845400753
"100",-1.29118088364767
"101",0.930272187573926
"102",0.0494813696765491
"103",0.660263303074491
"104",-1.03180443982616
"105",1.5511607664877
"106",2.24448242870091
"107",-0.445479137695266
"108",-1.16561818157153
"109",-0.267532146986566
"110",0.766553216172264
"111",0.30341815000614
"112",-0.265059600055987
"113",-0.884761902659807
"114",-0.330611281733718
"115",-0.601748283178721
"116",0.56877322672485
